date,article_id
2020-09-01,248
2020-09-02,290
2020-09-03,278
2020-09-04,231
2020-09-05,215
2020-09-06,229
2020-09-07,113
2020-09-08,195
2020-09-09,264
2020-09-10,253
2020-09-11,254
2020-09-12,202
2020-09-13,217
2020-09-14,167
2020-09-15,220
2020-09-16,304
2020-09-17,251
2020-09-18,238
2020-09-19,164
2020-09-20,182
2020-09-21,150
2020-09-22,223
2020-09-23,286
2020-09-24,224
2020-09-25,236
2020-09-26,191
2020-09-27,170
2020-09-28,137
2020-09-29,212
2020-09-30,272
2020-10-01,258
2020-10-02,310
2020-10-03,275
2020-10-04,249
2020-10-05,231
2020-10-06,300
2020-10-07,344
2020-10-08,309
2020-10-09,300
2020-10-10,205
2020-10-11,183
2020-10-12,184
2020-10-13,265
2020-10-14,335
2020-10-15,307
2020-10-16,288
2020-10-17,249
2020-10-18,210
2020-10-19,198
2020-10-20,244
2020-10-21,312
2020-10-22,286
2020-10-23,301
2020-10-24,250
2020-10-25,241
2020-10-26,201
2020-10-27,260
2020-10-28,318
2020-10-29,340
2020-10-30,308
2020-10-31,225
2020-11-01,198
2020-11-02,217
2020-11-03,231
2020-11-04,246
2020-11-05,216
2020-11-06,262
2020-11-07,220
2020-11-08,209
2020-11-09,231
2020-11-10,379
2020-11-11,377
2020-11-12,349
2020-11-13,424
2020-11-14,292
2020-11-15,319
2020-11-16,272
2020-11-17,364
2020-11-18,497
2020-11-19,429
2020-11-20,421
2020-11-21,342
2020-11-22,340
2020-11-23,296
2020-11-24,305
2020-11-25,437
2020-11-26,244
2020-11-27,273
2020-11-28,275
2020-11-29,303
2020-11-30,243
2020-12-01,346
2020-12-02,391
2020-12-03,370
2020-12-04,383
2020-12-05,289
2020-12-06,317
2020-12-07,274
2020-12-08,347
2020-12-09,442
2020-12-10,367
2020-12-11,388
2020-12-12,333
2020-12-13,357
2020-12-14,242
2020-12-15,387
2020-12-16,404
2020-12-17,414
2020-12-18,386
2020-12-19,290
2020-12-20,327
2020-12-21,260
2020-12-22,365
2020-12-23,414
2020-12-24,363
2020-12-25,186
2020-12-26,202
2020-12-27,295
2020-12-28,455
2020-12-29,325
2020-12-30,384
2020-12-31,304
2021-01-01,222
2021-01-02,200
2021-01-03,296
2021-01-04,232
2021-01-05,341
2021-01-06,399
2021-01-07,304
2021-01-08,283
2021-01-09,279
2021-01-10,307
2021-01-11,271
2021-01-12,307
2021-01-13,386
2021-01-14,346
2021-01-15,367
2021-01-16,272
2021-01-17,264
2021-01-18,186
2021-01-19,259
2021-01-20,346
2021-01-21,299
2021-01-22,346
2021-01-23,302
2021-01-24,321
2021-01-25,292
2021-01-26,376
2021-01-27,410
2021-01-28,435
2021-01-29,412
2021-01-30,312
2021-01-31,331
2021-02-01,234
2021-02-02,314
2021-02-03,410
2021-02-04,421
2021-02-05,387
2021-02-06,275
2021-02-07,267
2021-02-08,237
2021-02-09,310
2021-02-10,396
2021-02-11,363
2021-02-12,355
2021-02-13,279
2021-02-14,237
2021-02-15,191
2021-02-16,297
2021-02-17,370
2021-02-18,335
2021-02-19,312
2021-02-20,237
2021-02-21,265
2021-02-22,251
2021-02-23,299
2021-02-24,356
2021-02-25,379
2021-02-26,307
2021-02-27,264
2021-02-28,285
2021-03-01,245
2021-03-02,327
2021-03-03,409
2021-03-04,376
2021-03-05,318
2021-03-06,274
2021-03-07,300
2021-03-08,226
2021-03-09,310
2021-03-10,404
2021-03-11,361
2021-03-12,365
2021-03-13,239
2021-03-14,312
2021-03-15,218
2021-03-16,288
2021-03-17,355
2021-03-18,324
2021-03-19,301
2021-03-20,238
2021-03-21,300
2021-03-22,175
2021-03-23,300
2021-03-24,299
2021-03-25,304
2021-03-26,295
2021-03-27,222
2021-03-28,261
2021-03-29,240
2021-03-30,316
2021-03-31,342
2021-04-01,348
2021-04-02,301
2021-04-03,250
2021-04-04,248
2021-04-05,213
2021-04-06,295
2021-04-07,344
2021-04-08,283
2021-04-09,273
2021-04-10,192
2021-04-11,241
2021-04-12,225
2021-04-13,312
2021-04-14,391
2021-04-15,325
2021-04-16,261
2021-04-17,231
2021-04-18,250
2021-04-19,187
2021-04-20,237
2021-04-21,238
2021-04-22,273
2021-04-23,249
2021-04-24,188
2021-04-25,214
2021-04-26,190
2021-04-27,290
2021-04-28,288
2021-04-29,272
2021-04-30,259
2021-05-01,223
2021-05-02,215
2021-05-03,196
2021-05-04,255
2021-05-05,337
2021-05-06,291
2021-05-07,272
2021-05-08,178
2021-05-09,176
2021-05-10,184
2021-05-11,260
2021-05-12,304
2021-05-13,313
2021-05-14,316
2021-05-15,231
2021-05-16,223
2021-05-17,172
2021-05-18,248
2021-05-19,293
2021-05-20,280
2021-05-21,231
2021-05-22,207
2021-05-23,246
2021-05-24,178
2021-05-25,226
2021-05-26,281
2021-05-27,231
2021-05-28,238
2021-05-29,184
2021-05-30,202
2021-05-31,84
2021-06-01,134
2021-06-02,233
2021-06-03,225
2021-06-04,233
2021-06-05,161
2021-06-06,151
2021-06-07,97
2021-06-08,172
2021-06-09,247
2021-06-10,199
2021-06-11,210
2021-06-12,149
2021-06-13,164
2021-06-14,97
2021-06-15,165
2021-06-16,179
2021-06-17,181
2021-06-18,180
2021-06-19,132
2021-06-20,139
2021-06-21,143
2021-06-22,167
2021-06-23,198
2021-06-24,170
2021-06-25,115
2021-06-26,166
2021-06-27,161
2021-06-28,125
2021-06-29,165
2021-06-30,160
2021-07-01,149
2021-07-02,141
2021-07-03,113
2021-07-04,96
2021-07-05,80
2021-07-06,96
2021-07-07,177
2021-07-08,155
2021-07-09,179
2021-07-10,130
2021-07-11,139
2021-07-12,124
2021-07-13,159
2021-07-14,245
2021-07-15,239
2021-07-16,203
2021-07-17,135
2021-07-18,150
2021-07-19,130
2021-07-20,247
2021-07-21,332
2021-07-22,295
2021-07-23,294
2021-07-24,234
2021-07-25,246
2021-07-26,206
2021-07-27,354
2021-07-28,496
2021-07-29,449
2021-07-30,404
2021-07-31,287
2021-08-01,286
2021-08-02,253
2021-08-03,409
2021-08-04,538
2021-08-05,563
2021-08-06,469
2021-08-07,325
2021-08-08,367
2021-08-09,255
2021-08-10,434
2021-08-11,500
2021-08-12,493
2021-08-13,437
2021-08-14,265
2021-08-15,334
2021-08-16,262
2021-08-17,409
2021-08-18,554
2021-08-19,537
2021-08-20,455
2021-08-21,300
2021-08-22,322
2021-08-23,291
2021-08-24,491
2021-08-25,653
2021-08-26,513
2021-08-27,478
2021-08-28,297
2021-08-29,323
2021-08-30,294
2021-08-31,327
2021-09-01,473
2021-09-02,424
2021-09-03,428
2021-09-04,260
2021-09-05,232
2021-09-06,66
2021-09-07,234
2021-09-08,371
2021-09-09,404
2021-09-10,366
2021-09-11,192
2021-09-12,239
2021-09-13,228
2021-09-14,324
2021-09-15,443
2021-09-16,367
2021-09-17,337
2021-09-18,210
2021-09-19,262
2021-09-20,191
2021-09-21,311
2021-09-22,376
2021-09-23,334
2021-09-24,301
2021-09-25,214
2021-09-26,237
2021-09-27,176
2021-09-28,261
2021-09-29,320
2021-09-30,302
2021-10-01,253
2021-10-02,178
2021-10-03,215
2021-10-04,135
2021-10-05,213
2021-10-06,274
2021-10-07,209
2021-10-08,252
2021-10-09,127
2021-10-10,177
2021-10-11,126
2021-10-12,184
2021-10-13,231
2021-10-14,227
2021-10-15,189
2021-10-16,144
2021-10-17,151
2021-10-18,138
2021-10-19,218
2021-10-20,293
2021-10-21,232
2021-10-22,230
2021-10-23,146
2021-10-24,200
2021-10-25,134
2021-10-26,231
2021-10-27,286
2021-10-28,211
2021-10-29,224
2021-10-30,133
2021-10-31,173
2021-11-01,118
2021-11-02,197
2021-11-03,245
2021-11-04,263
2021-11-05,327
2021-11-06,173
2021-11-07,191
2021-11-08,166
2021-11-09,210
2021-11-10,249
2021-11-11,210
2021-11-12,187
2021-11-13,138
2021-11-14,199
2021-11-15,129
2021-11-16,167
2021-11-17,255
2021-11-18,220
2021-11-19,218
2021-11-20,162
2021-11-21,181
2021-11-22,128
2021-11-23,164
2021-11-24,226
2021-11-25,101
2021-11-26,163
2021-11-27,127
2021-11-28,131
2021-11-29,200
2021-11-30,244
2021-12-01,282
2021-12-02,298
2021-12-03,277
2021-12-04,170
2021-12-05,222
2021-12-06,174
2021-12-07,218
2021-12-08,254
2021-12-09,235
2021-12-10,237
2021-12-11,143
2021-12-12,238
2021-12-13,180
2021-12-14,270
2021-12-15,409
2021-12-16,274
2021-12-17,321
2021-12-18,250
2021-12-19,236
2021-12-20,180
2021-12-21,380
2021-12-22,436
2021-12-23,400
2021-12-24,206
2021-12-25,111
2021-12-26,237
2021-12-27,211
2021-12-28,323
2021-12-29,404
2021-12-30,401
2021-12-31,205
2022-01-01,123
2022-01-02,281
2022-01-03,238
2022-01-04,371
2022-01-05,499
2022-01-06,392
2022-01-07,420
2022-01-08,261
2022-01-09,242
2022-01-10,235
2022-01-11,297
2022-01-12,398
2022-01-13,347
2022-01-14,338
2022-01-15,245
2022-01-16,243
2022-01-17,141
2022-01-18,210
2022-01-19,313
2022-01-20,285
2022-01-21,265
2022-01-22,208
2022-01-23,181
2022-01-24,165
2022-01-25,219
2022-01-26,296
2022-01-27,223
2022-01-28,189
2022-01-29,139
2022-01-30,175
2022-01-31,111
2022-02-01,171
2022-02-02,213
2022-02-03,157
2022-02-04,143
2022-02-05,105
2022-02-06,174
2022-02-07,116
2022-02-08,163
2022-02-09,199
2022-02-10,209
2022-02-11,166
2022-02-12,109
2022-02-13,129
2022-02-14,111
2022-02-15,174
2022-02-16,195
2022-02-17,213
2022-02-18,145
2022-02-19,127
2022-02-20,103
2022-02-21,90
2022-02-22,128
2022-02-23,150
2022-02-24,147
2022-02-25,127
2022-02-26,101
2022-02-27,80
2022-02-28,94
2022-03-01,157
2022-03-02,147
2022-03-03,135
2022-03-04,113
2022-03-05,78
2022-03-06,100
2022-03-07,97
2022-03-08,122
2022-03-09,89
2022-03-10,111
2022-03-11,90
2022-03-12,70
2022-03-13,102
2022-03-14,81
2022-03-15,108
2022-03-16,85
2022-03-17,104
2022-03-18,71
2022-03-19,57
2022-03-20,88
2022-03-21,48
2022-03-22,91
2022-03-23,135
2022-03-24,78
2022-03-25,67
2022-03-26,53
2022-03-27,63
2022-03-28,54
2022-03-29,65
2022-03-30,106
2022-03-31,100
