,date,Sentiment Score,Smoothed Sentiment Score,articles_per_day,smoothed_articles_per_day,Covid Positive Rate,new_deaths_smoothed,weekly_hosp_admissions,new_vaccinations_smoothed,stringency_index
517,2021-08-31,-0.3516,-0.3326,473.0,496.7105,0.097,1378.714,86478.0,879935.0,56.54
518,2021-09-01,-0.3307,-0.3199,625.0,516.397,0.095,1448.857,86814.0,876587.0,52.49
519,2021-09-02,-0.2913,-0.3165,532.0,502.3788,0.094,1562.286,86581.0,863015.0,52.48
520,2021-09-03,-0.2953,-0.3117,526.0,469.7039,0.094,1590.714,85836.0,844483.0,52.47
521,2021-09-04,-0.34,-0.3303,322.0,373.709,0.094,1591.0,85685.0,822764.0,52.47
522,2021-09-05,-0.4016,-0.334,345.0,330.8438,0.094,1605.286,85521.0,813571.0,52.47
523,2021-09-06,-0.2782,-0.3437,134.0,325.6462,0.093,1447.571,85139.0,705502.0,52.46
524,2021-09-07,-0.3571,-0.334,361.0,381.6298,0.094,1540.143,83639.0,701700.0,52.45
525,2021-09-08,-0.3081,-0.295,504.0,440.5641,0.093,1579.0,83015.0,687780.0,52.45
526,2021-09-09,-0.2153,-0.2853,592.0,470.8945,0.092,1609.857,82454.0,681190.0,52.44
527,2021-09-10,-0.2739,-0.2643,583.0,455.3512,0.09,1684.286,82184.0,680461.0,52.43
528,2021-09-11,-0.271,-0.2472,258.0,421.0569,0.089,1711.571,81287.0,686123.0,52.42
529,2021-09-12,-0.2143,-0.2575,319.0,397.15,0.088,1705.0,80339.0,684060.0,52.42
530,2021-09-13,-0.2795,-0.2679,383.0,400.7844,0.087,1926.286,79448.0,770755.0,52.41
531,2021-09-14,-0.3188,-0.2707,490.0,454.4922,0.084,1902.571,79204.0,748007.0,52.4
532,2021-09-15,-0.2543,-0.2745,557.0,491.2686,0.083,1962.0,77622.0,736330.0,52.4
533,2021-09-16,-0.2386,-0.2545,509.0,466.1796,0.081,1999.857,76225.0,723933.0,52.39
534,2021-09-17,-0.2109,-0.2275,498.0,432.765,0.08,1998.857,74764.0,705272.0,52.38
535,2021-09-18,-0.2077,-0.2277,244.0,384.2644,0.079,2022.286,73422.0,694163.0,52.37
536,2021-09-19,-0.2641,-0.2304,360.0,366.2977,0.078,2025.429,72066.0,688083.0,52.37
537,2021-09-20,-0.236,-0.2136,329.0,366.266,0.077,2046.857,70593.0,676142.0,52.36
538,2021-09-21,-0.1262,-0.2046,431.0,420.9937,0.075,2121.429,69232.0,665774.0,52.36
539,2021-09-22,-0.2054,-0.176,466.0,448.2425,0.073,2115.286,68007.0,651680.0,52.35
540,2021-09-23,-0.1421,-0.1706,525.0,443.246,0.071,2088.857,66414.0,639371.0,52.34
541,2021-09-24,-0.207,-0.1737,475.0,416.7872,0.07,2093.429,65038.0,650639.0,52.34
542,2021-09-25,-0.14,-0.1766,289.0,376.4965,0.069,2071.571,63577.0,671917.0,52.33
543,2021-09-26,-0.2192,-0.1718,318.0,351.0857,0.068,2098.286,62287.0,686115.0,52.33
544,2021-09-27,-0.1164,-0.1481,290.0,349.7991,0.067,2091.286,60982.0,733180.0,52.32
545,2021-09-28,-0.1057,-0.1388,414.0,383.6157,0.067,2100.857,59734.0,798047.0,52.32
546,2021-09-29,-0.1296,-0.124,447.0,402.8083,0.066,2093.571,58285.0,865751.0,52.31
547,2021-09-30,-0.1478,-0.127,447.0,389.5418,0.065,2024.857,56959.0,935670.0,52.31
548,2021-10-01,-0.1183,-0.1126,395.0,357.8466,0.064,1974.429,55838.0,985579.0,52.3
549,2021-10-02,-0.0432,-0.128,219.0,313.4769,0.064,1974.143,54719.0,979662.0,52.29
550,2021-10-03,-0.2294,-0.134,281.0,289.789,0.063,1967.286,53735.0,973594.0,52.29
551,2021-10-04,-0.1436,-0.1448,240.0,289.756,0.062,1920.286,52896.0,967461.0,52.29
552,2021-10-05,-0.1394,-0.1601,338.0,321.8046,0.061,1831.0,51911.0,950986.0,52.28
553,2021-10-06,-0.1386,-0.1345,376.0,340.7027,0.06,1833.571,51325.0,935689.0,52.28
554,2021-10-07,-0.1138,-0.1377,375.0,328.9275,0.059,1783.143,50749.0,916970.0,52.27
555,2021-10-08,-0.1655,-0.1378,360.0,302.8434,0.059,1736.286,50012.0,892234.0,52.26
556,2021-10-09,-0.1323,-0.1624,170.0,268.4288,0.058,1679.0,49558.0,878677.0,52.26
557,2021-10-10,-0.2456,-0.1763,230.0,257.2058,0.058,1672.0,49131.0,871223.0,52.26
558,2021-10-11,-0.1544,-0.1932,222.0,257.9225,0.058,1565.0,48605.0,852302.0,52.26
559,2021-10-12,-0.2368,-0.2064,333.0,296.3314,0.058,1622.571,47947.0,839729.0,52.25
560,2021-10-13,-0.1949,-0.1702,335.0,316.9997,0.057,1697.571,47118.0,822051.0,52.25
561,2021-10-14,-0.0688,-0.1342,359.0,309.416,0.056,1657.143,46285.0,804706.0,52.24
562,2021-10-15,-0.0378,-0.1155,321.0,283.2779,0.055,1659.571,45764.0,789794.0,52.24
563,2021-10-16,-0.1959,-0.1122,180.0,257.2123,0.054,1680.571,45118.0,783549.0,52.23
564,2021-10-17,-0.1437,-0.1348,217.0,252.9185,0.053,1678.571,44459.0,777103.0,52.23
565,2021-10-18,-0.1418,-0.1458,224.0,270.2583,0.052,1762.286,43837.0,774179.0,52.23
566,2021-10-19,-0.1036,-0.1172,350.0,310.4137,0.051,1715.286,43019.0,759052.0,52.22
567,2021-10-20,-0.0767,-0.0942,387.0,337.7234,0.05,1715.857,42169.0,748845.0,52.22
568,2021-10-21,-0.0569,-0.0662,366.0,328.8368,0.05,1691.143,41595.0,741372.0,52.22
569,2021-10-22,-0.0273,-0.0362,342.0,302.1588,0.05,1698.571,40788.0,787695.0,52.21
570,2021-10-23,0.0194,-0.0389,177.0,270.7973,0.05,1695.0,40087.0,835726.0,52.21
571,2021-10-24,-0.1107,-0.0382,240.0,262.8957,0.05,1666.571,39514.0,864722.0,52.21
572,2021-10-25,-0.03,-0.0295,245.0,275.9032,0.05,1623.857,39109.0,963969.0,52.2
573,2021-10-26,0.0267,-0.0242,335.0,315.0282,0.05,1572.429,38501.0,1070130.0,52.2
574,2021-10-27,0.0042,-0.0095,386.0,332.8528,0.05,1411.714,38116.0,1182457.0,52.19
575,2021-10-28,-0.0533,-0.0415,364.0,322.8535,0.05,1388.571,37563.0,1289718.0,52.19
576,2021-10-29,-0.1532,-0.0726,315.0,295.2091,0.05,1368.714,37212.0,1348059.0,52.19
577,2021-10-30,-0.0706,-0.0947,194.0,257.1369,0.05,1343.857,36950.0,1346760.0,52.18
578,2021-10-31,-0.0918,-0.0935,218.0,243.0647,0.05,1340.714,36672.0,1341812.0,52.18
579,2021-11-01,-0.0654,-0.0659,207.0,250.5539,0.05,1310.143,36142.0,1335511.0,52.18
580,2021-11-02,-0.0287,-0.0347,303.0,294.6132,0.051,1264.857,36058.0,1326734.0,52.17
581,2021-11-03,0.0542,0.0022,338.0,338.2235,0.051,1254.143,35888.0,1318876.0,52.17
582,2021-11-04,0.0428,0.0175,413.0,344.4294,0.052,1160.714,35756.0,1323713.0,52.17
583,2021-11-05,-0.0159,0.0116,423.0,326.8528,0.052,1216.286,35650.0,1342646.0,52.16
584,2021-11-06,-0.0358,-0.0243,215.0,303.695,0.053,1231.714,35539.0,1374478.0,52.16
585,2021-11-07,-0.0872,-0.0671,226.0,285.2429,0.053,1227.571,35717.0,1391741.0,52.16
586,2021-11-08,-0.1329,-0.0947,256.0,275.7114,0.053,1221.857,36204.0,1390019.0,49.96
587,2021-11-09,-0.114,-0.1104,339.0,297.6631,0.053,1245.0,36545.0,1410264.0,49.95
588,2021-11-10,-0.0999,-0.1328,345.0,311.4524,0.055,1203.286,36751.0,1440679.0,49.95
589,2021-11-11,-0.1992,-0.1396,311.0,295.4788,0.056,1160.286,37030.0,1434878.0,49.94
590,2021-11-12,-0.1397,-0.1628,293.0,274.6855,0.057,1207.429,37331.0,1445719.0,49.93
591,2021-11-13,-0.2087,-0.1747,177.0,249.1728,0.058,1220.571,37795.0,1465382.0,49.93
592,2021-11-14,-0.1515,-0.1943,254.0,244.8883,0.058,1220.714,38105.0,1468573.0,49.92
593,2021-11-15,-0.2855,-0.197,220.0,255.5994,0.059,1231.0,38431.0,1481217.0,49.92
594,2021-11-16,-0.1301,-0.167,295.0,282.4315,0.06,1212.429,39078.0,1487517.0,51.58
595,2021-11-17,-0.0776,-0.1484,334.0,296.0804,0.06,1208.286,39743.0,1485660.0,51.57
596,2021-11-18,-0.1257,-0.1102,308.0,290.7928,0.061,1270.714,40602.0,1513045.0,51.56
597,2021-11-19,-0.1124,-0.1178,312.0,274.2151,0.061,1173.143,41007.0,1525575.0,51.56
598,2021-11-20,-0.1547,-0.1414,189.0,248.9441,0.061,1155.429,41391.0,1533955.0,51.55
599,2021-11-21,-0.1772,-0.1778,228.0,239.8629,0.062,1158.0,41818.0,1543586.0,51.55
600,2021-11-22,-0.2734,-0.2086,215.0,240.4288,0.063,1153.0,42566.0,1581633.0,51.54
601,2021-11-23,-0.2193,-0.1992,272.0,236.1672,0.064,1158.286,43165.0,1596970.0,51.54
602,2021-11-24,-0.1001,-0.1842,301.0,235.7763,0.066,1162.571,43629.0,1543074.0,51.53
603,2021-11-25,-0.158,-0.2011,148.0,228.8522,0.069,1040.714,43698.0,1290017.0,51.53
604,2021-11-26,-0.3679,-0.237,236.0,216.7971,0.072,843.429,43394.0,1164884.0,51.53
605,2021-11-27,-0.3073,-0.2961,193.0,229.7691,0.074,823.714,44186.0,1115942.0,54.88
606,2021-11-28,-0.3277,-0.3141,218.0,291.0535,0.075,827.857,44801.0,1108049.0,54.87
607,2021-11-29,-0.2516,-0.2901,364.0,342.2951,0.076,923.286,45340.0,1086243.0,54.87
608,2021-11-30,-0.2742,-0.2662,467.0,407.9748,0.077,964.143,45901.0,1106181.0,48.71
609,2021-12-01,-0.2133,-0.2429,464.0,453.8222,0.078,1007.714,46673.0,1219771.0,48.69
610,2021-12-02,-0.2321,-0.2441,510.0,431.6965,0.076,1493.571,47527.0,1527592.0,48.68
611,2021-12-03,-0.269,-0.2257,449.0,392.1814,0.074,1668.286,49644.0,1706317.0,48.66
612,2021-12-04,-0.1743,-0.2503,240.0,350.1247,0.073,1720.0,50493.0,1791274.0,48.64
613,2021-12-05,-0.3422,-0.2616,290.0,315.3906,0.073,1739.286,51297.0,1811345.0,48.63
614,2021-12-06,-0.263,-0.2456,282.0,308.7897,0.073,1669.429,51847.0,1835201.0,48.62
615,2021-12-07,-0.1705,-0.2425,342.0,333.3659,0.072,1651.143,52788.0,1832617.0,48.61
616,2021-12-08,-0.2089,-0.2039,394.0,350.2504,0.071,1625.429,53647.0,1796686.0,48.6
617,2021-12-09,-0.181,-0.206,355.0,336.009,0.071,1292.0,54693.0,1761591.0,48.59
618,2021-12-10,-0.2697,-0.2333,368.0,320.2725,0.071,1312.143,55244.0,1713257.0,48.57
619,2021-12-11,-0.2782,-0.2543,200.0,296.3061,0.071,1301.429,55620.0,1680534.0,48.56
620,2021-12-12,-0.2771,-0.2765,288.0,306.0223,0.071,1295.429,56020.0,1666196.0,48.55
621,2021-12-13,-0.2804,-0.2801,283.0,347.6115,0.071,1290.429,55868.0,1635161.0,48.54
622,2021-12-14,-0.2854,-0.2773,419.0,404.6136,0.073,1290.429,55601.0,1607078.0,48.53
623,2021-12-15,-0.263,-0.2737,562.0,454.3203,0.076,1349.429,55442.0,1577301.0,48.52
624,2021-12-16,-0.2656,-0.2765,461.0,469.5403,0.08,1309.0,55277.0,1543349.0,48.52
625,2021-12-17,-0.299,-0.2938,525.0,448.8614,0.085,1324.857,55249.0,1518232.0,48.51
626,2021-12-18,-0.3542,-0.3248,356.0,410.1778,0.089,1332.714,55246.0,1498553.0,48.5
627,2021-12-19,-0.3795,-0.3416,336.0,431.771,0.092,1325.571,55367.0,1499769.0,48.5
628,2021-12-20,-0.3194,-0.3535,379.0,469.7225,0.099,1348.143,55960.0,1531674.0,48.49
629,2021-12-21,-0.3632,-0.3232,610.0,538.6177,0.11,1404.857,56671.0,1567979.0,48.48
630,2021-12-22,-0.2205,-0.2803,689.0,550.8848,0.122,1683.286,57800.0,1588441.0,48.47
631,2021-12-23,-0.2115,-0.2751,663.0,505.0383,0.135,1703.143,59277.0,1555245.0,48.47
632,2021-12-24,-0.3387,-0.2856,348.0,429.9784,0.147,1535.286,60610.0,1331260.0,48.46
633,2021-12-25,-0.3777,-0.3059,171.0,353.6979,0.156,1472.857,61860.0,1171513.0,48.46
634,2021-12-26,-0.2658,-0.3406,304.0,327.8873,0.164,1480.0,64092.0,1148435.0,48.46
635,2021-12-27,-0.3909,-0.3215,338.0,382.2317,0.18,1522.0,67582.0,1103079.0,51.23
636,2021-12-28,-0.2475,-0.3072,511.0,470.1506,0.202,1576.0,72636.0,1062871.0,51.22
637,2021-12-29,-0.3179,-0.3075,589.0,486.3603,0.224,1316.429,78792.0,1035792.0,51.21
638,2021-12-30,-0.2877,-0.3015,601.0,457.3417,0.246,1328.143,85215.0,1046283.0,51.21
639,2021-12-31,-0.3519,-0.327,342.0,417.937,0.26,1334.0,92322.0,1079703.0,47.7
640,2022-01-01,-0.3543,-0.3307,205.0,384.6361,0.267,1356.714,98909.0,1094712.0,47.69
641,2022-01-02,-0.316,-0.3321,377.0,390.7944,0.273,1361.857,105297.0,1097200.0,47.69
642,2022-01-03,-0.3044,-0.3234,452.0,469.6358,0.28,1370.0,111116.0,1056224.0,47.68
643,2022-01-04,-0.3262,-0.3178,604.0,559.2912,0.286,1375.571,116770.0,1016229.0,47.67
644,2022-01-05,-0.3259,-0.3317,707.0,625.8829,0.29,1355.857,122379.0,983722.0,47.66
645,2022-01-06,-0.3734,-0.3308,638.0,615.8265,0.292,1442.429,127757.0,972960.0,47.65
646,2022-01-07,-0.2869,-0.3262,710.0,562.4966,0.292,1686.286,132838.0,1120994.0,47.63
647,2022-01-08,-0.3164,-0.3371,381.0,495.8837,0.291,1753.286,138339.0,1255025.0,47.62
648,2022-01-09,-0.3921,-0.333,359.0,468.3302,0.29,1783.714,141770.0,1255051.0,47.62
649,2022-01-10,-0.3244,-0.3576,406.0,458.5305,0.289,1805.286,144561.0,1257552.0,47.61
650,2022-01-11,-0.3974,-0.3621,540.0,503.0675,0.287,1832.571,147336.0,1242274.0,47.6
651,2022-01-12,-0.3351,-0.3464,623.0,540.8591,0.284,1920.857,149726.0,1222475.0,47.59
652,2022-01-13,-0.3175,-0.3414,574.0,533.1582,0.28,1987.0,151332.0,1198353.0,47.58
653,2022-01-14,-0.3245,-0.3151,535.0,487.5275,0.276,2038.0,152939.0,1172884.0,47.57
654,2022-01-15,-0.28,-0.3166,367.0,406.9714,0.273,2057.714,153988.0,1135950.0,47.56
655,2022-01-16,-0.3527,-0.3251,333.0,358.4404,0.272,2078.143,153379.0,1120650.0,47.56
656,2022-01-17,-0.3483,-0.3075,226.0,347.3044,0.272,1932.714,151806.0,1058608.0,47.55
657,2022-01-18,-0.2244,-0.2681,360.0,362.0747,0.269,1963.714,151010.0,1014363.0,47.54
658,2022-01-19,-0.1367,-0.2241,481.0,385.6442,0.265,2053.714,149976.0,966590.0,45.76
659,2022-01-20,-0.2118,-0.1881,414.0,391.8642,0.262,2106.857,148722.0,915727.0,45.75
660,2022-01-21,-0.1874,-0.1851,423.0,365.5683,0.259,2191.571,146391.0,860460.0,45.74
661,2022-01-22,-0.1962,-0.22,254.0,323.761,0.256,2194.571,143631.0,836302.0,45.73
662,2022-01-23,-0.3009,-0.2439,253.0,317.3933,0.254,2190.857,141790.0,827822.0,45.73
663,2022-01-24,-0.2886,-0.2595,287.0,323.687,0.248,2353.714,140621.0,823799.0,45.72
664,2022-01-25,-0.2321,-0.2573,403.0,347.5213,0.241,2413.429,139162.0,795843.0,45.71
665,2022-01-26,-0.2059,-0.2266,429.0,356.2208,0.233,2468.857,136257.0,769026.0,45.7
666,2022-01-27,-0.1839,-0.2154,348.0,334.4548,0.223,2424.0,132859.0,747934.0,45.69
667,2022-01-28,-0.2514,-0.2185,289.0,298.2536,0.214,2524.714,129613.0,729720.0,45.67
668,2022-01-29,-0.2331,-0.2344,191.0,259.0611,0.208,2550.143,126717.0,708196.0,45.67
669,2022-01-30,-0.2649,-0.2428,247.0,255.4622,0.202,2514.143,123493.0,698670.0,45.66
670,2022-01-31,-0.2185,-0.2112,234.0,267.0556,0.195,2575.429,119864.0,674916.0,45.65
671,2022-02-01,-0.1112,-0.1923,334.0,285.1647,0.183,2604.286,115569.0,647899.0,45.64
672,2022-02-02,-0.1904,-0.1642,329.0,290.9336,0.171,2565.143,111229.0,616470.0,45.63
673,2022-02-03,-0.1444,-0.1314,271.0,275.2558,0.162,2545.714,107010.0,577952.0,45.62
674,2022-02-04,-0.0593,-0.1322,273.0,249.0005,0.152,2550.0,101810.0,535205.0,45.61
675,2022-02-05,-0.1522,-0.1267,161.0,225.5931,0.145,2509.714,97298.0,530790.0,45.6
676,2022-02-06,-0.1627,-0.1347,217.0,225.2831,0.14,2507.143,94038.0,523528.0,45.6
677,2022-02-07,-0.1517,-0.1447,215.0,238.7769,0.132,2547.571,90622.0,502528.0,45.59
678,2022-02-08,-0.1051,-0.1215,276.0,267.1554,0.122,2496.571,86370.0,486430.0,45.58
679,2022-02-09,-0.0625,-0.0829,328.0,278.9524,0.114,2460.429,82452.0,477720.0,45.57
680,2022-02-10,-0.0117,-0.0623,296.0,270.0146,0.106,2570.429,78756.0,476101.0,45.56
681,2022-02-11,-0.0842,-0.0435,265.0,242.9405,0.099,2367.286,75989.0,471492.0,45.55
682,2022-02-12,-0.0132,-0.0797,169.0,212.9933,0.094,2352.429,72921.0,458349.0,45.55
683,2022-02-13,-0.2276,-0.1095,155.0,203.1593,0.09,2369.0,69701.0,449609.0,45.55
684,2022-02-14,-0.1069,-0.1027,192.0,208.344,0.084,2410.857,66530.0,429142.0,45.54
685,2022-02-15,-0.0263,-0.0963,255.0,237.7825,0.078,2354.143,62775.0,414775.0,45.53
686,2022-02-16,-0.0412,-0.0505,276.0,258.357,0.072,2332.429,59319.0,400597.0,45.52
687,2022-02-17,-0.0374,-0.0451,308.0,251.7439,0.067,2289.857,56158.0,385739.0,45.52
688,2022-02-18,-0.0788,-0.0425,248.0,226.9424,0.063,2261.429,53010.0,371549.0,45.51
689,2022-02-19,-0.0039,-0.0299,154.0,195.8549,0.059,2242.429,49955.0,362267.0,45.5
690,2022-02-20,0.0071,-0.0459,142.0,175.4044,0.057,2222.857,47664.0,362459.0,45.5
691,2022-02-21,-0.1349,-0.0391,138.0,174.9788,0.056,1899.286,45713.0,358945.0,45.5
692,2022-02-22,-0.0104,-0.0302,214.0,189.4124,0.053,1837.429,43486.0,351304.0,45.49
693,2022-02-23,0.0415,-0.0246,235.0,198.6824,0.051,1824.0,41237.0,341112.0,45.48
694,2022-02-24,-0.0171,0.033,213.0,198.5341,0.049,1824.429,38921.0,329929.0,45.48
695,2022-02-25,0.1298,0.0785,179.0,179.7128,0.046,1764.857,36957.0,310868.0,45.47
696,2022-02-26,0.1722,0.0541,145.0,166.1887,0.045,1775.286,35235.0,305208.0,45.47
697,2022-02-27,-0.1234,0.0541,127.0,172.1447,0.043,1744.0,33776.0,300749.0,45.47
698,2022-02-28,0.0547,0.0472,177.0,186.5889,0.041,1919.143,32412.0,300468.0,37.17
699,2022-03-01,0.1319,0.0543,248.0,206.5338,0.038,1861.571,30848.0,290205.0,37.16
700,2022-03-02,0.1319,0.089,238.0,217.2795,0.035,1718.571,29349.0,278202.0,37.16
701,2022-03-03,0.0131,0.0798,232.0,204.431,0.033,1540.429,28064.0,267630.0,34.73
702,2022-03-04,0.0466,0.0703,178.0,179.4099,0.031,1491.286,26774.0,257012.0,34.72
703,2022-03-05,0.1127,0.0226,118.0,160.3415,0.03,1426.857,25653.0,248254.0,34.72
704,2022-03-06,-0.1145,-0.0073,133.0,154.0114,0.029,1425.0,24772.0,243367.0,34.71
705,2022-03-07,-0.0777,-0.0376,153.0,153.6944,0.028,1361.571,23932.0,228405.0,34.71
706,2022-03-08,-0.0376,-0.0603,200.0,164.7553,0.027,1311.714,22715.0,219441.0,34.71
707,2022-03-09,-0.0127,-0.0335,160.0,169.8779,0.025,1302.0,21491.0,212992.0,34.7
708,2022-03-10,-0.0106,-0.0236,172.0,157.535,0.025,1311.0,20456.0,207096.0,34.69
709,2022-03-11,-0.0402,-0.0244,161.0,142.3098,0.024,1299.571,19565.0,198584.0,34.69
710,2022-03-12,-0.0337,-0.0656,90.0,138.7864,0.023,1295.143,18768.0,192823.0,34.69
711,2022-03-13,-0.1943,-0.126,128.0,146.2912,0.022,1292.286,18015.0,190664.0,34.68
712,2022-03-14,-0.2424,-0.1592,153.0,153.0619,0.022,1237.143,17271.0,188502.0,34.68
713,2022-03-15,-0.1328,-0.1754,213.0,175.4395,0.022,1188.714,16725.0,187043.0,34.68
714,2022-03-16,-0.1253,-0.1511,175.0,179.9843,0.021,1163.714,16142.0,186168.0,38.4
715,2022-03-17,-0.1167,-0.1167,203.0,168.2086,0.021,1124.571,15547.0,183850.0,38.4
716,2022-03-18,-0.0897,-0.1076,147.0,150.4016,0.021,1004.0,14991.0,182955.0,38.39
717,2022-03-19,-0.1014,-0.1323,97.0,136.2465,0.021,1004.857,14404.0,183372.0,38.39
718,2022-03-20,-0.2423,-0.125,131.0,125.5448,0.021,989.857,14067.0,183594.0,38.39
719,2022-03-21,-0.0399,-0.1318,112.0,135.8424,0.022,985.857,13793.0,182619.0,38.38
720,2022-03-22,-0.1381,-0.136,147.0,145.881,0.022,942.143,13313.0,179423.0,38.38
721,2022-03-23,-0.1506,-0.0978,197.0,146.2857,0.022,912.429,12997.0,177311.0,38.37
722,2022-03-24,-0.0364,-0.1134,139.0,140.422,0.023,822.0,12628.0,176056.0,38.37
723,2022-03-25,-0.1401,-0.0958,125.0,127.7884,0.023,794.0,12300.0,173019.0,38.36
724,2022-03-26,-0.0605,-0.1184,87.0,109.0447,0.023,774.857,12192.0,169959.0,38.36
725,2022-03-27,-0.2469,-0.1752,97.0,107.5306,0.023,771.0,12043.0,168287.0,38.36
726,2022-03-28,-0.2655,-0.1898,102.0,119.8019,0.024,733.143,11848.0,165948.0,38.36
727,2022-03-29,-0.1485,-0.1893,134.0,134.0795,0.025,763.571,11574.0,167993.0,38.35
728,2022-03-30,-0.0863,-0.1387,185.0,142.2707,0.025,696.143,11230.0,197758.0,29.93
729,2022-03-31,-0.0663,-0.0951,149.0,140.3152,0.026,646.571,11026.0,250040.0,29.93
730,2022-04-01,-0.0901,-0.1008,131.0,132.3462,0.026,676.857,10828.0,310751.0,29.92
731,2022-04-02,-0.1734,-0.1276,94.0,119.8516,0.027,677.857,10563.0,342364.0,29.92
732,2022-04-03,-0.1782,-0.1636,107.0,115.8936,0.028,677.714,10357.0,363146.0,29.92
733,2022-04-04,-0.2058,-0.1644,125.0,119.6714,0.028,617.0,10355.0,418232.0,29.92
734,2022-04-05,-0.0845,-0.1727,127.0,126.8043,0.03,549.0,10289.0,469339.0,29.91
735,2022-04-06,-0.2381,-0.1841,145.0,137.243,0.031,543.143,10263.0,494432.0,29.91
736,2022-04-07,-0.221,-0.2095,127.0,129.6686,0.032,588.429,10296.0,498460.0,29.91
737,2022-04-08,-0.2829,-0.2465,164.0,133.6184,0.034,561.0,10377.0,500791.0,29.9
738,2022-04-09,-0.2408,-0.2333,77.0,130.3986,0.035,559.143,10343.0,499741.0,29.9
739,2022-04-10,-0.1722,-0.2143,159.0,133.2184,0.036,554.714,10470.0,497888.0,29.9
740,2022-04-11,-0.1659,-0.217,127.0,132.1477,0.037,517.714,10484.0,501014.0,29.89
741,2022-04-12,-0.3164,-0.2285,144.0,145.0055,0.04,529.429,10602.0,509485.0,29.89
742,2022-04-13,-0.2524,-0.2277,148.0,135.9957,0.043,516.857,10678.0,510106.0,29.88
743,2022-04-14,-0.144,-0.2374,150.0,125.2823,0.045,501.286,10753.0,510829.0,29.88
744,2022-04-15,-0.2593,-0.2153,104.0,117.1695,0.048,460.0,10885.0,495717.0,29.88
745,2022-04-16,-0.2131,-0.1766,74.0,110.6879,0.051,459.714,11016.0,484625.0,29.88
746,2022-04-17,-0.0561,-0.1917,115.0,121.6775,0.051,457.143,11059.0,465024.0,29.87
747,2022-04-18,-0.2706,-0.1818,120.0,146.4971,0.052,446.0,11265.0,455473.0,29.87
748,2022-04-19,-0.1977,-0.1801,206.0,164.9706,0.053,424.0,11454.0,445046.0,29.87
749,2022-04-20,-0.1653,-0.2091,219.0,167.2627,0.054,404.857,11785.0,438305.0,29.86
750,2022-04-21,-0.2187,-0.2079,153.0,153.7424,0.055,358.429,12067.0,426212.0,28.02
751,2022-04-22,-0.2593,-0.2343,121.0,125.3599,0.055,383.429,12343.0,415222.0,28.01
752,2022-04-23,-0.2915,-0.295,64.0,97.0915,0.055,370.714,12754.0,415326.0,28.01
753,2022-04-24,-0.4218,-0.3022,77.0,97.462,0.056,373.714,13086.0,425988.0,28.01
754,2022-04-25,-0.2053,-0.3198,78.0,105.6309,0.058,375.0,13385.0,413755.0,28.01
755,2022-04-26,-0.3643,-0.3074,162.0,115.7399,0.06,357.857,13790.0,401593.0,28.0
756,2022-04-27,-0.251,-0.243,149.0,124.3783,0.062,343.286,14268.0,393074.0,28.0
757,2022-04-28,-0.1147,-0.2075,102.0,118.778,0.065,344.857,14634.0,389514.0,28.0
758,2022-04-29,-0.114,-0.163,122.0,,0.067,330.143,14952.0,392386.0,27.99
759,2022-04-30,-0.2,,57.0,,0.068,338.857,15322.0,389643.0,27.99
